# Auto-generated by emojicon.py using CLDR v45
# DO NOT EDIT MANUALLY!

[smileys_emotion]
😀;szeroko uśmiechnięta twarz;roześmiana buźka|szeroko uśmiechnięta twarz
	👩🏿‍❤️‍👩🏼;para z sercem: kobieta, kobieta, karnacja ciemna i karnacja średnio jasna;karnacja ciemna|karnacja średnio jasna|kobieta|miłość|para|para z sercem|para z sercem: kobieta, kobieta, karnacja ciemna i karnacja średnio jasna|pocałunek|zakochani
	👩🏿‍❤️‍👩🏽;para z sercem: kobieta, kobieta, karnacja ciemna i karnacja średnia;karnacja ciemna|karnacja średnia|kobieta|miłość|para|para z sercem|para z sercem: kobieta, kobieta, karnacja ciemna i karnacja średnia|pocałunek|zakochani
	👩🏿‍❤️‍👩🏾;para z sercem: kobieta, kobieta, karnacja ciemna i karnacja średnio ciemna;karnacja ciemna|karnacja średnio ciemna|kobieta|miłość|para|para z sercem|para z sercem: kobieta, kobieta, karnacja ciemna i karnacja średnio ciemna|pocałunek|zakochani
	👩🏿‍❤️‍👩🏿;para z sercem: kobieta, kobieta i karnacja ciemna;karnacja ciemna|kobieta|miłość|para|para z sercem|para z sercem: kobieta, kobieta i karnacja ciemna|pocałunek|zakochani
👨‍👩‍👦;rodzina: mężczyzna, kobieta i chłopiec;chłopiec|dziecko|kobieta|mama|matka|mężczyzna|ojciec|rodzice|rodzina|rodzina: mężczyzna, kobieta i chłopiec|tata
👨‍👩‍👧;rodzina: mężczyzna, kobieta i dziewczynka;dziecko|dziewczynka|kobieta|mama|matka|mężczyzna|ojciec|rodzice|rodzina|rodzina: mężczyzna, kobieta i dziewczynka|tata
👨‍👩‍👧‍👦;rodzina: mężczyzna, kobieta, dziewczynka i chłopiec;chłopiec|dziecko|dziewczynka|kobieta|mama|matka|mężczyzna|ojciec|rodzice|rodzina|rodzina: mężczyzna, kobieta, dziewczynka i chłopiec|tata
👨‍👩‍👦‍👦;rodzina: mężczyzna, kobieta, chłopiec i chłopiec;chłopiec|dziecko|kobieta|mama|matka|mężczyzna|ojciec|rodzice|rodzina|rodzina: mężczyzna, kobieta, chłopiec i chłopiec|tata
👨‍👩‍👧‍👧;rodzina: mężczyzna, kobieta, dziewczynka i dziewczynka;dziecko|dziewczynka|kobieta|mama|matka|mężczyzna|ojciec|rodzice|rodzina|rodzina: mężczyzna, kobieta, dziewczynka i dziewczynka|tata
👨‍👨‍👦;rodzina: mężczyzna, mężczyzna i chłopiec;chłopiec|dziecko|mama|matka|mężczyzna|ojciec|rodzice|rodzina|rodzina: mężczyzna, mężczyzna i chłopiec|tata
👨‍👨‍👧;rodzina: mężczyzna, mężczyzna i dziewczynka;dziecko|dziewczynka|mama|matka|mężczyzna|ojciec|rodzice|rodzina|rodzina: mężczyzna, mężczyzna i dziewczynka|tata
👨‍👨‍👧‍👦;rodzina: mężczyzna, mężczyzna, dziewczynka i chłopiec;chłopiec|dziecko|dziewczynka|mama|matka|mężczyzna|ojciec|rodzice|rodzina|rodzina: mężczyzna, mężczyzna, dziewczynka i chłopiec|tata
👨‍👨‍👦‍👦;rodzina: mężczyzna, mężczyzna, chłopiec i chłopiec;chłopiec|dziecko|mama|matka|mężczyzna|ojciec|rodzice|rodzina|rodzina: mężczyzna, mężczyzna, chłopiec i chłopiec|tata
👨‍👨‍👧‍👧;rodzina: mężczyzna, mężczyzna, dziewczynka i dziewczynka;dziecko|dziewczynka|mama|matka|mężczyzna|ojciec|rodzice|rodzina|rodzina: mężczyzna, mężczyzna, dziewczynka i dziewczynka|tata
👩‍👩‍👦;rodzina: kobieta, kobieta i chłopiec;chłopiec|dziecko|kobieta|mama|matka|ojciec|rodzice|rodzina|rodzina: kobieta, kobieta i chłopiec|tata
👩‍👩‍👧;rodzina: kobieta, kobieta i dziewczynka;dziecko|dziewczynka|kobieta|mama|matka|ojciec|rodzice|rodzina|rodzina: kobieta, kobieta i dziewczynka|tata
👩‍👩‍👧‍👦;rodzina: kobieta, kobieta, dziewczynka i chłopiec;chłopiec|dziecko|dziewczynka|kobieta|mama|matka|ojciec|rodzice|rodzina|rodzina: kobieta, kobieta, dziewczynka i chłopiec|tata
👩‍👩‍👦‍👦;rodzina: kobieta, kobieta, chłopiec i chłopiec;chłopiec|dziecko|kobieta|mama|matka|ojciec|rodzice|rodzina|rodzina: kobieta, kobieta, chłopiec i chłopiec|tata
👩‍👩‍👧‍👧;rodzina: kobieta, kobieta, dziewczynka i dziewczynka;dziecko|dziewczynka|kobieta|mama|matka|ojciec|rodzice|rodzina|rodzina: kobieta, kobieta, dziewczynka i dziewczynka|tata
👨‍👦;rodzina: mężczyzna i chłopiec;chłopiec|dziecko|mama|matka|mężczyzna|ojciec|rodzice|rodzina|rodzina: mężczyzna i chłopiec|tata
👨‍👦‍👦;rodzina: mężczyzna, chłopiec i chłopiec;chłopiec|dziecko|mama|matka|mężczyzna|ojciec|rodzice|rodzina|rodzina: mężczyzna, chłopiec i chłopiec|tata
👨‍👧;rodzina: mężczyzna i dziewczynka;dziecko|dziewczynka|mama|matka|mężczyzna|ojciec|rodzice|rodzina|rodzina: mężczyzna i dziewczynka|tata
👨‍👧‍👦;rodzina: mężczyzna, dziewczynka i chłopiec;chłopiec|dziecko|dziewczynka|mama|matka|mężczyzna|ojciec|rodzice|rodzina|rodzina: mężczyzna, dziewczynka i chłopiec|tata
👨‍👧‍👧;rodzina: mężczyzna, dziewczynka i dziewczynka;dziecko|dziewczynka|mama|matka|mężczyzna|ojciec|rodzice|rodzina|rodzina: mężczyzna, dziewczynka i dziewczynka|tata
👩‍👦;rodzina: kobieta i chłopiec;chłopiec|dziecko|kobieta|mama|matka|ojciec|rodzice|rodzina|rodzina: kobieta i chłopiec|tata
👩‍👦‍👦;rodzina: kobieta, chłopiec i chłopiec;chłopiec|dziecko|kobieta|mama|matka|ojciec|rodzice|rodzina|rodzina: kobieta, chłopiec i chłopiec|tata
👩‍👧;rodzina: kobieta i dziewczynka;dziecko|dziewczynka|kobieta|mama|matka|ojciec|rodzice|rodzina|rodzina: kobieta i dziewczynka|tata
👩‍👧‍👦;rodzina: kobieta, dziewczynka i chłopiec;chłopiec|dziecko|dziewczynka|kobieta|mama|matka|ojciec|rodzice|rodzina|rodzina: kobieta, dziewczynka i chłopiec|tata
👩‍👧‍👧;rodzina: kobieta, dziewczynka i dziewczynka;dziecko|dziewczynka|kobieta|mama|matka|ojciec|rodzice|rodzina|rodzina: kobieta, dziewczynka i dziewczynka|tata
🗣️;mówiąca głowa;mówiąca głowa|mówić|powiedzieć|profil|sylwetka
👤;sylwetka popiersia;osoba|sylwetka popiersia
👥;sylwetki popiersi;osoby|sylwetki|sylwetki popiersi
🫂;obejmujące się osoby;cześć|do widzenia|dzięki|obejmujące się osoby|uścisk
👪;rodzina;dziecko|mama|matka|ojciec|rodzice|rodzina|tata
🧑‍🧑‍🧒;rodzina: dorosły, dorosły, dziecko;dorosły|dziecko|rodzina: dorosły|rodzina: dorosły, dorosły, dziecko
🧑‍🧑‍🧒‍🧒;rodzina: dorosły, dorosły, dziecko, dziecko;dorosły|dziecko|rodzina: dorosły|rodzina: dorosły, dorosły, dziecko, dziecko
🧑‍🧒;rodzina: dorosły, dziecko;dziecko|rodzina: dorosły|rodzina: dorosły, dziecko
🧑‍🧒‍🧒;rodzina: dorosły, dziecko, dziecko;dziecko|rodzina: dorosły|rodzina: dorosły, dziecko, dziecko
👣;ślady stóp;odciski stóp|ślady|ślady stóp|stopy

[animals_nature]
🐵;głowa małpy;buźka|głowa małpy|małpka
🐒;małpa;małpa|zwierzątko
🦍;goryl;goryl|zwierzę
🦧;orangutan;małpa człekokształtna|orangutan
🐶;głowa psa;głowa psa|pies|psiaczek|pysk|pyszczek
🐕;pies;pies|piesek|psiaczek|psinka|zwierzę
🦮;pies przewodnik;dostępność|niewidomi|pies przewodnik|przewodnik|ułatwienia dostępu
🐕‍🦺;pies pomocnik;dostępność|opiekun|pies|pies pomocnik|pomoc
🐩;pudel;ostrzyżony|pies|piesek|pudel|pudelek
🐺;głowa wilka;głowa wilka|pysk
🦊;głowa lisa;głowa lisa|lis|zwierzę
🦝;szop;ciekawski|szop|szop pracz
🐱;głowa kota;głowa kota|kicia|kot|pysk|pyszczek|zwierzę
🐈;kot;kot|zwierzę
🐈‍⬛;czarny kot;czarny|kot|nieszczęście|pech
🦁;głowa lwa;buźka|głowa lwa|grzywa|lew|pysk
🐯;głowa tygrysa;buźka|głowa tygrysa|kot|pyszczek
🐅;tygrys;tygrys
🐆;lampart;lampart
🐴;głowa konia;głowa|konia|końska|koński|łeb
🫎;łoś;łoś|poroże|ssak|zwierzę
🫏;osioł;muł|osioł|osiołek|ssak|uparty|zwierzę
🐎;koń;koń|koń wyścigowy|wierzchowiec|wyścigi konne
🦄;głowa jednorożca;głowa|głowa jednorożca|jednorożec|łeb
🦓;zebra;zebra
🦌;jeleń;jeleń|zwierzę
🦬;żubr;bizon|stado|żubr
🐮;głowa krowy;głowa|głowa krowy|krowa|łeb
🐂;wół;byk|wół|zodiak
🐃;wół domowy;bawół wodny|wół domowy
🐄;krowa;krowa|krówka
🐷;głowa świni;buźka|głowa świni|świnia|świnka
🐖;świnia;maciora|świnia
🐗;dzik;dzik|dzika świnia|knur
🐽;ryj świni;nosek|ryj świni|ryjek|świński ryjek
🐏;biały baran;baranek|biały baran|owca|rogaty|rogi
🐑;owca;baranek|owca|samica
🐐;koza;koza|koziorożec|zodiak
🐪;wielbłąd;dromader|wielbłąd
🐫;wielbłąd dwugarbny;baktrian|garby|wielbłąd|wielbłąd dwugarbny
🦙;lama;alpaka|gwanako|lama|wełna|wikunia
🦒;żyrafa;żyrafa
🐘;słoń;słoń
🦣;mamut;kieł|mamut|ogromny|włochaty|wymarły
🦏;nosorożec;nosorożec|zwierzę
🦛;hipopotam;hipopotam
🐭;głowa myszy;buźka|głowa myszy|mysz|myszka
🐁;mysz;mysz|myszka
🐀;szczur;szczur
🐹;głowa chomika;głowa chomika|mysz
🐰;głowa królika;głowa królika|królik|zając
🐇;królik;królik|zając
🐿️;pręgowiec;gryzoń|pręgowiec|wiewiórka
🦫;bóbr;bóbr|gryzoń|tama
🦔;jeż;jeż
🦇;nietoperz;nietoperz|wampir|zwierzę
🐻;głowa niedźwiedzia;buźka|głowa niedźwiedzia|niedźwiedź
🐻‍❄️;niedźwiedź polarny;arktyczny|biały|miś|miś polarny|niedźwiedź|niedźwiedź polarny
🐨;koala;koala|miś
🐼;głowa pandy;głowa pandy|miś
🦥;leniwiec;leniwiec|leniwy|powolny
🦦;wydra;bystre|łapanie ryb|wydra
🦨;skunks;skunks|smród
🦘;kangur;Australia|kangur|skoczny|torbacz
🦡;borsuk;borsuk
🐾;ślady łap;łapy|odciski|ślady|ślady łap|tropy
🦃;indyk;indyk
🐔;kura;kura|kurczak
🐓;kogut;kogut
🐣;wykluwające się kurczątko;kurczaczek|kurczątko|pisklak|wykluwać się|wykluwające się kurczątko
🐤;kurczątko;kurczaczek|kurczątko|pisklak
🐥;kurczątko od przodu;kurczątko od przodu|pisklak|pisklę
🐦;ptak;ptak|ptaszek
🐧;pingwin;pingwin
🕊️;gołąb;gołąb|gołąbek
🦅;orzeł;orzeł|ptak
🦆;kaczka;kaczka|ptak
🦢;łabędź;brzydkie kaczątko|łabędź|ptak
🦉;sowa;mądrość|ptak|sowa
🦤;dodo;dodo|duży|Mauritius|wymarły
🪶;pióro;latanie|lekkość|pierze|pióra|pióro|upierzenie
🦩;flaming;ekstrawagancja|flaming|tropikalny
🦚;paw;dumny|paw|ptak
🦜;papuga;gadająca|papuga|pirat|ptak
🪽;skrzydło;anielskie|latający|latanie|mitologia|ptak|skrzydło
🐦‍⬛;czarny ptak;czarny|gawron|ptak|wrona
🪿;gęś;drób|gęganie|gęś|głuptas|ptak
🐦‍🔥;feniks;fantazja|feniks|odrodzenie|ognisty ptak|reinkarnacja
🐸;głowa żaby;głowa żaby|ropucha|traszka|żaba|żabka
🐊;krokodyl;aligator|krokodyl
🐢;żółw;żółw
🦎;jaszczurka;gad|jaszczurka
🐍;wąż;dusiciel|jadowity|wąż|żmija
🐲;głowa smoka;bajka|baśń|głowa smoka|smok
🐉;smok;bajka|baśń|smok
🦕;zauropod;zauropod
🦖;t-rex;t-rex
🐳;wieloryb tryskający wodą;fontanna|strumień wody|wieloryb|wieloryb tryskający wodą
🐋;wieloryb;wieloryb
🐬;delfin;delfin
🦭;foka;foka|lew morski
🐟;ryba;ryba|zodiak
🐠;ryba tropikalna;ryba|tropikalna
🐡;ryba rozdymka;rozdymka|ryba rozdymka
🦈;rekin;rekin|ryba
🐙;ośmiornica;ośmiornica
🐚;muszla spiralna;muszelka|muszla spiralna|spirala
🪸;koralowiec;koralowa|koralowiec|ocean|rafa
🪼;meduza;ał|bezkręgowiec|galareta|meduza|morski|parzyć
🐌;ślimak;ślimak
🦋;motyl;kolorowy|motyl|owad
🐛;gąsienica;gąsienica|insekt|owad
🐜;mrówka;insekt|mrówka|owad
🐝;pszczoła;insekt|owad|pszczoła|pszczółka
🪲;chrząszcz;chrząszcz|owad|żuk
🐞;biedronka;biedronka|chrabąszcz|kropki|owad|żuk
🦗;świerszcz;świerszcz
🪳;karaluch;karaczan|karaluch|owad
🕷️;pająk;pajączek|pająk|pajęczak
🕸️;pajęczyna;pajęczyna|sieć pająka
🦂;brązowy skorpion;brązowy skorpion|skorpion|zodiak
🦟;komar;choroba|gorączka|komar|malaria|owad|wirus
🪰;mucha;choroby|giez|gnicie|mucha|owad|tse-tse
🪱;robak;dżdżownica|glista|pasożyt|pierścienice|robak
🦠;zarazek;ameba|bakteria|drobnoustrój|mikrob|wirus|zarazek
💐;bukiet kwiatów;bukiet|bukiet kwiatów|kwiaty
🌸;kwiat wiśni;kwiat wiśni|kwitnąca wiśnia
💮;biały kwiat;biały kwiat|kontury
🪷;lotos;buddyzm|czystość|hinduizm|Indie|kwiat|lotos|lotosu|Wietnam
🏵️;rozeta;kwiat|roślina|rozeta
🌹;róża;kwiat|roślina|róża
🥀;zwiędły kwiat;kwiat|róża|więdnąć|zwiędły kwiat
🌺;kwiat hibiskusa;kwiat hibiskusa|kwiatek|kwitnie|roślina
🌻;słonecznik;kwiat|roślina|słońce|słonecznik
🌼;kwiat;kwiat|kwiatek|kwitnie|roślina
🌷;tulipan;kwiat|kwiatek|pąk|tulipan
🪻;hiacynt;bławatek|chaber|hiacynt|kwiat|lawenda|łubin|lwia paszcza
🌱;sadzonka;pęd|roślinka|sadzonka
🪴;roślina doniczkowa;dom|kwiat doniczkowy|podlewać|roślina|roślina doniczkowa
🌲;wiecznie zielone drzewo;drzewo iglaste|wiecznie zielone drzewo
🌳;drzewo liściaste;drzewo liściaste|roślina
🌴;palma;drzewo|palma
🌵;kaktus;kaktus|roślina
🌾;pędy ryżu;pędy ryżu|roślina|ryż
🌿;zioło;liście|zioła|zioło
☘️;koniczyna;koniczyna|koniczynka|roślina
🍀;czterolistna koniczyna;czterolistna koniczyna|koniczyna|koniczynka|szczęście
🍁;liść klonowy;liść|liść jesienny|liść klonowy|liść klonu
🍂;spadające liście;liście|roślina|spadające liście|spadanie
🍃;liście na wietrze;liście na wietrze|podmuch|roślina|trzepotanie|wiatr|wicher
🪹;puste gniazdo;gniazdowanie|gnieżdżenie|puste gniazdo
🪺;gniazdo z jajkami;gniazdo z jajkami|gniazdowanie|gnieżdżenie
🍄;grzyb;grzyb|muchomor|trujący

[food_drink]
🍇;winogrona;owoce|winogrona
🍈;melon;melon|owoc
🍉;arbuz;arbuz|kawałek arbuza|owoc
🍊;mandarynka;cytrus|mandarynka|owoc|pomarańcza
🍋;cytryna;cytrus|cytryna|kwaśny|owoc|żółty
🍋‍🟩;limonka;cytrus|limonka|owoc|tropikalny
🍌;banan;banan|egzotyczny|owoc
🍍;ananas;ananas|egzotyczny|owoc
🥭;mango;mango|owoc|tropikalny
🍎;czerwone jabłko;czerwone|czerwone jabłko|owoc|słodkie
🍏;zielone jabłko;jabłko|owoc|zielone jabłko|zielone jabłuszko
🍐;gruszka;gruszka|owoc
🍑;brzoskwinia;brzoskwinia|owoc
🍒;wiśnie;owoce|wiśnie
🍓;truskawka;owoc|truskawka
🫐;borówka amerykańska;borówka|borówka amerykańska|jagoda|owoc
🥝;owoc kiwi;jedzenie|kiwi|owoc
🍅;pomidor;pomidor|szklarniowe|warzywo
🫒;oliwka;jedzenie|oliwka|oliwki
🥥;kokos;kokos
🥑;awokado;awokado|jedzenie|owoc
🍆;bakłażan;bakłażan|oberżyna|warzywo
🥔;ziemniak;jedzenie|kartofel|warzywo|ziemniak
🥕;marchew;jedzenie|marchew|marchewka|warzywo
🌽;kolba kukurydzy;kolba kukurydzy|kukurydza
🌶️;ostra papryka;ostra papryka|ostry|papryka
🫑;papryka;papryka|papryka słodka|paprykowy|warzywo
🥒;ogórek;jedzenie|korniszon|ogórek|pikle|warzywo
🥬;zielenina liściasta;bok choy|jarmuż|kapusta|kapusta pekińska|sałata|zielenina liściasta
🥦;brokuł;brokuł
🧄;czosnek;aromatyczny|czosnek
🧅;cebula;aromatyczna|cebula
🥜;orzeszki ziemne;fistaszki|jedzenie|orzeszki|orzeszki ziemne
🫘;fasola;fasola|jedzenie|nerkowata|strąk
🌰;kasztan;jedzenie|kasztan|kasztan jadalny
🫚;korzeń imbiru;korzeń|korzeń imbiru|piwo|przyprawa
🫛;strąk grochu;edamam|edamame|fasola|groch|łuskać|strąk|strąk grochu|warzywo
🍄‍🟫;brązowy grzyb;brązowy grzyb|grzyb|jedzenie|natura|warzywo
🍞;chleb;bochenek|chleb|kawałek chleba|pieczywo
🥐;rogalik;jedzenie|pieczywo|rogal|rogalik|rogalik francuski
🥖;bagietka;bagietka|bułka|chleb|jedzenie|pieczywo
🫓;pita;arepa|lawasz|naan|pita|podpłomyk
🥨;precel;precel
🥯;bajgiel;bajgiel|pieczywo|piekarnia|posmarować
🥞;naleśniki;jedzenie|naleśniki|placki
🧇;gofr;gofr|gofrownica
🧀;kawałek sera;kawałek sera|ser|szwajcarski|z dziurami|żółty
🍖;mięso z kością;kość|mięso|mięso z kością
🍗;udko kurczaka;nóżka|udko kurczaka
🥩;kawałek mięsa;kawałek mięsa
🥓;boczek;bekon|boczek|jedzenie|mięso
🍔;hamburger;fast food|hamburger
🍟;frytki;frytki
🍕;pizza;kawałek pizzy|pizza
🌭;hot dog;bułka|frankfurterka|gorący pies|hot dog|hotdog|parówka
🥪;kanapka;kanapka
🌮;taco;meksykańskie jedzenie|taco
🌯;burrito;burito|burrito|meksykańskie jedzenie
🫔;tamales;meksykańskie|tamales|zawijane
🥙;wrap;falafel|gyros|jedzenie|kebab|tortilla|wrap
🧆;falafel;ciecierzyca|falafel|kotlecik z ciecierzycy
🥚;jajko;jajko|jajo|jedzenie
🍳;gotowanie;gotowanie|jajko|smażyć
🥘;danie z patelni;danie z patelni|jedzenie|paella|patelnia|wok
🍲;garnek z jedzeniem;garnek z jedzeniem|jedzenie|potrawka
🫕;fondue;czekolada|fondue|garnek|roztopione|ser|szwajcarskie
🥣;miska z łyżką;miska z łyżką
🥗;sałatka;jedzenie|sałata|sałatka
🍿;popcorn;popcorn
🧈;masło;masło|nabiał
🧂;sól;przyprawa|sól|solniczka
🥫;jedzenie w puszce;jedzenie w puszce
🍱;pudełko bento;bento|pudełko bento
🍘;krakers ryżowy;krakers|ryż|ryżowy
🍙;kulka ryżowa;kulka ryżowa|onigiri|ryż
🍚;gotowany ryż;gotowany ryż|ryż
🍛;ryż curry;curry|ryż|sos
🍜;miska parującego jedzenia;miska|miska parującego jedzenia|parująca miska
🍝;spaghetti;kluski|makaron|pasta|spaghetti
🍠;pieczony batat;batat|pieczony batat|słodki ziemniak
🍢;oden;oden|owoce morza|owoce morza na patyku
🍣;sushi;sushi|suszi
🍤;smażona krewetka;smażona krewetka
🍥;ciastko rybne;ciastko|ryba|rybne|spirala
🥮;ciasteczko księżycowe;ciasteczko księżycowe|jesień|święto|yuèbǐng
🍡;dango;dango|kulki mochi
🥟;pieróg;pieróg
🥠;ciastko z wróżbą;ciastko z wróżbą
🥡;pudełko na wynos;pudełko na wynos
