# Auto-generated by emojicon.py using CLDR v45
# DO NOT EDIT MANUALLY!

[smileys_emotion]
😀;wyneb yn gwenu â cheg agored;lledwenu|wyneb|wyneb yn gwenu â cheg agored
🥯;bagel;bagel|brecwast|pâst|siop fara
🥞;crempogau;bwyd|cacennau poeth|crempog|crempogau|crêpe
🧇;woffl;ansicr|brecwast|haearn|waffl|woffl
🧀;darn o gaws;caws|darn o gaws
🍖;cig ar yr asgwrn;asgwrn|cig|cig ar yr asgwrn
🍗;coes o ffowls;asgwrn|coes|coes o ffowls|cyw iâr|ffowls
🥩;toriad o gig;golwyth|golwyth cig oen|golwyth porc|stecen|toriad o gig
🥓;bacwn;bacwn|bwyd|cig
🍔;hambyrgyr;byrgyr|hambyrgyr
🍟;sglodion;sglodion
🍕;pitsa;caws|darn|pitsa
🌭;selsigen mewn bynen;frankfurter|selsigen|selsigen mewn bynen
🥪;brechdan;bara|brechdan
🌮;taco;mecsicanaidd|taco
🌯;burrito;burrito|mecsicanaidd
🫔;tamale;mecsicanaidd|tamale|wedi ei lapio
🥙;bara gwastad wedi’i stwffio;bara gwastad|bara gwastad wedi’i stwffio|bwyd|cebab|ffalaffel|gyro|wedi stwffio
🧆;ffalaffel;ffalaffel|gwygbysen|peli cig
🥚;wy;brecwast|bwyd|wy
🍳;coginio;coginio|ffrio|padell|wy
🥘;padell fas o fwyd;bas|bwyd|casserol|padell|padell fas o fwyd|paella
🍲;llestr o fwyd;llestr|llestr o fwyd|stiw
🫕;fondue;caws|fondue|pot|siocled|Swisaidd|wedi toddi
🥣;bowlen â llwy;bowlen â llwy|brecwast|congee|grawnfwyd
🥗;salad gwyrdd;bwyd|gwyrdd|salad
🍿;popgorn;popgorn
🧈;menyn;cynnyrch llaeth|menyn
🧂;halen;condiment|halen|siglwr
🥫;bwyd tun;bwyd tun|tun
🍱;bocs bento;bento|bocs
🍘;cracer reis;cracer|reis
🍙;pêl reis;Japaneaidd|pêl|reis
🍚;reis wedi’i goginio;reis|reis wedi’i goginio
🍛;reis cyrri;cyrri|reis
🍜;bowlen yn stemio;bowl|bowlen yn stemio|nwdl|ramen|stêm
🍝;sbageti;pasta|sbageti
🍠;taten felys wedi’i rostio;melys|rostio|taten felys wedi’i rostio|tato
🍢;oden;bwyd môr|cebab|oden|sgiwer
🍣;swshi;swshi
🍤;berdysyn wedi’i ffrio;berdysyn|berdysyn wedi’i ffrio|corgimwch
🍥;cacen bysgod gyda chwyrlïad;cacen|cacen bysgod gyda chwyrlïad|pysgodyn|toes
🥮;cacen lleuad;cacen lleuad|gŵyl|hydref|yuèbǐng
🍡;dango;dango|Japaneaidd|melys|pwdin|sgiwer
🥟;twmplen;empanada|gyōza|jiaozi|pierogi|potsticker|twmplen
🥠;bisgeden lwcus;bisgeden lwcus|proffwydoliaeth
🥡;bocs prydau parod;bocs prydau parod|bwced wystrys
🦀;cranc;cranc
🦞;cimwch;bisg|bwyd môr|cimwch|crafangau
🦐;berdysyn;bach|berdysyn|bwyd|pysgodyn cragen
🦑;ystifflog;bwyd|molwsg|ystifflog
🦪;wystrys;cragen|perl|wystrys
🍦;hufen iâ meddal;hufen|iâ|meddal|melys|pwdin
🍧;iâ wedi’i siafio;hufen|iâ|iâ wedi’i siafio|melys|pwdin
🍨;hufen iâ;hufen|iâ|melys|pwdin
🍩;toesen;melys|pwdin|toesen
🍪;bisgeden;bisgeden|melys|pwdin
🎂;cacen pen-blwydd;cacen|dathliad|parti|pen-blwydd
🍰;cacen fer;cacen|cacen fer|melys|pwdin
🧁;cacen cwpan;becws|cacen cwpan|melys
🥧;pei;llenwad|pei|toes
🍫;bar o siocled;bar|bar o siocled|melys|siocled
🍬;losin;losin|melys|pwdin
🍭;lolipop;lolipop|losin|melys|pwdin
🍮;cwstard;cwstard|melys|pwdin
🍯;pot mêl;mêl|melys|pot mêl
🍼;botel babi;babi|botel|diod|llaeth
🥛;gwydraid o laeth;diod|gwydraid|gwydraid o laeth|llaeth
☕;diod boeth;coffi|diod|diod boeth|te|twym
🫖;tebot;diod|pot|te|tebot
🍵;cwpan te heb ddolen;cwpan|cwpan te heb ddolen|diod|te
🍶;sake;bar|botel|cwpan|diod|sake
🍾;potel gyda chorcyn yn popian;bar|botel|corcyn|diod|potel gyda chorcyn yn popian
🍷;gwydr gwin;bar|diod|gwin|gwydr
🍸;gwydr coctel;bar|coctel|diod|gwydr
🍹;diod drofannol;bar|diod|diod drofannol|trofannol
🍺;mwg cwrw;bar|cwrw|diod|mwg
🍻;mygiau cwrw yn clincian;bar|cwrw|diod|mygiau cwrw yn clincian
🥂;gwydrau yn tincian;clinc|dathlu|diod|gwydr|gwydrau yn tincian
🥃;tymbler;gwirod|gwydraid|shot|tymbler|whisgi
🫗;arllwys hylif;arllwys hylif|arllwysiad|diod|gwag|gwydr
🥤;cwpan â gwellt yfed;cwpan â gwellt yfed|soda|sudd
🧋;te swigod;llaeth|perl|swigod|te
🧃;blwch diodydd;blwch diodydd|blwch sudd ffrwythau
🧉;maté;diod|maté
🧊;ciwb iâ;ciwb iâ|iâ|mynydd iâ|oer
🥢;gweill bwyta;gweill bwyta
🍽️;fforc a chyllell gyda phlât;coginio|cyllell|fforc|fforc a chyllell gyda phlât|plât
🍴;fforc a chyllell;coginio|cyllell|fforc|fforc a chyllell
🥄;llwy;llestri bwrdd|llwy
🔪;cyllell cegin;cegin|coginio|cyllell
🫙;jar;cynhwysydd|gwag|jar|saws|storfa
🏺;llestri;coginio|diod|jwg|llestri|sidydd|y Dyfrwr

[travel_places]
🌍;glôb yn dangos Ewrop-Affrica;Affrica|byd|Ewrop|glôb yn dangos Ewrop-Affrica|y ddaear
🌎;glôb yn dangos yr Americas;Americas|byd|glôb yn dangos yr Americas|y ddaear
🌏;glôb yn dangos Asia-Awstralia;Asia|Awstralia|byd|glôb yn dangos Asia-Awstralia|y ddaear
🌐;glôb gyda meridianau;byd|glôb gyda meridianau|y ddaear
🗺️;map o’r byd;byd|map|map o’r byd
🗾;map o Japan;Japan|map|map o Japan
🧭;cwmpawd;cwmpawd|cyfeiriadu|llywio|magnetig
🏔️;mynydd wedi’i orchuddio mewn eira;eira|mynydd|mynydd wedi’i orchuddio mewn eira|oer
⛰️;mynydd;mynydd
🌋;llosgfynydd;echdoriad|llosgfynydd|mynydd|tywydd
🗻;mynydd Fuji;fuji|mynydd
🏕️;gwersyllu;gwersylla|gwersyllu
🏖️;traeth ag ymbarél;traeth|traeth ag ymbarél|ymbarél
🏜️;anialwch;anialwch
🏝️;ynys anghyfannedd;anghyfannedd|ynys
🏞️;parc cenedlaethol;parc|parc cenedlaethol
🏟️;stadiwm;stadiwm
🏛️;adeilad clasurol;adeilad|clasurol
🏗️;adeiladwaith adeilad;adeilad|adeiladwaith
🧱;bricsen;briciau|bricsen|clai|morter|wal
🪨;carreg;cadarn|carreg|carreg fawr|maen|trwm
🪵;pren;boncyff|coed cadw|coedwydd|pren
🛖;cwt;cwt|iwrt|tŷ|tŷ crwn
🏘️;tai;adeiladu|tai|tŷ
🏚️;tŷ gwag;adeilad|gwag|tŷ
🏠;tŷ;adeilad|cartref|tŷ
🏡;tŷ gyda gardd;adeilad|cartref|gardd|tŷ gyda gardd
🏢;adeilad o swyddfa;adeilad|adeilad o swyddfa
🏣;swyddfa bost Japaneaidd;adeilad|Japaneaidd|post|swyddfa bost Japaneaidd
🏤;swyddfa bost;adeilad|Ewropeaidd|post|swyddfa bost
🏥;ysbyty;adeilad|meddyg|ysbyty
🏦;banc;adeilad|banc
🏨;gwesty;adeilad|gwesty
🏩;gwesty cariad;adeilad|cariad|gwesty
🏪;siop gyfleus;adeilad|cyfleus|siop|siop gyfleus
🏫;ysgol;adeilad|ysgol
🏬;siop adrannol;adeilad|adran|siop|siop adrannol
🏭;ffatri;adeilad|ffatri
🏯;castell Japaneaidd;adeilad|castell|Japaneaidd
🏰;castell;adeilad|castell|Ewropeaidd
💒;priodas;capel|priodas|rhamant
🗼;tŵr Tokyo;Tokyo|tŵr
🗽;Cerflun Rhyddid;cerflun|rhyddid
⛪;eglwys;adeilad|crefydd|cristnogol|croes|eglwys
🕌;mosg;crefydd|islam|mosg|mwslim
🛕;teml hindwaidd;hindw|teml|teml hindwaidd
🕍;synagog;crefydd|iddew|iddewig|synagog|teml
⛩️;cysegrfa shinto;crefydd|cysegrfa|shinto
🕋;kaaba;crefydd|islam|kaaba|Mwslim
⛲;ffynnon;ffynnon
⛺;pabell;gwersylla|pabell
🌁;niwlog;niwl|niwlog
🌃;noson â sêr;nos|noson â sêr|seren
🏙️;dinaslun;dinas|dinaslun
🌄;codiad haul dros fynyddoedd;bore|codiad|codiad haul dros fynyddoedd|haul|mynydd
🌅;codiad haul;bore|codiad haul|haul
🌆;dinaslun cyfnos;cyfnos|dinas|dinaslun cyfnos|machlud haul|tirwedd
🌇;machlud haul;cyfnos|dinas|machlud haul
🌉;pont gyda’r nos;nos|pont|pont gyda’r nos|tywydd
♨️;tarddelli poeth;poeth|stêm|tarddelli
🎠;ceffyl carwsél;carwsél|ceffyl
🛝;sleid maes chwarae;chwarae|parc difyrion|sleid maes chwarae
🎡;olwyn fawr;olwyn|olwyn fawr|parc diddanu
🎢;cert sglefrio;cert|parc diddanu|sglefrio
💈;polyn barbwr;barbwr|polyn|toriad gwallt
🎪;tent syrcas;syrcas|tent
🚂;locomotif;locomotif|peiriant|rheilffordd|stêm|trên
🚃;car rheilffordd;car|rheilffordd|trên|trydan
🚄;trên tra chyflym;cyflymder|rheilffordd|shinkansen|trên|trên tra chyflym
🚅;trên tra chyflym gyda thrwyn fel bwled;bwled|cyflymder|rheilffordd|trên|trên tra chyflym gyda thrwyn fel bwled
🚆;trên;cerbyd|rheilffordd|trên
🚇;metro;metro|tanlwybr
🚈;rheilffordd ysgafn;rheilffordd|rheilffordd ysgafn
🚉;gorsaf;gorsaf|rheilffordd|trên
🚊;tram;bysys trydan|tram
🚝;trên un gledren;cerbyd|trên un gledren
🚞;rheilffordd fynydd;car|mynydd|rheilffordd|rheilffordd fynydd
🚋;car tram;bysys trydan|car|tram
🚌;bws;bws|cerbyd
🚍;bws yn dod i’ch cwrdd;bws|bws yn dod i’ch cwrdd
🚎;bws trydan;bws|bws trydan|cerbyd|tram|troli
🚐;bws mini;bws|bws mini
🚑;ambiwlans;ambiwlans|cerbyd
🚒;peiriant tân;cerbyd|peiriant|tân
🚓;car yr heddlu;car|car yr heddlu|cerbyd|heddlu|patrôl
🚔;car heddlu sy’n dod i’ch cwrdd;car|car heddlu sy’n dod i’ch cwrdd|dod i’ch cwrdd|heddlu
🚕;tacsi;cerbyd|tacsi
🚖;tacsi sy’n dod i’ch cwrdd;dod i’ch cwrdd|tacsi|tacsi sy’n dod i’ch cwrdd
🚗;modur;car|modur
🚘;modur sy’n dod i’ch cwrdd;car|dod i’ch cwrdd|modur|modur sy’n dod i’ch cwrdd
🚙;cerbyd hamdden;cerbyd|hamdden
🛻;lori pickup;lori pickup|pick-up|pickup|tryc
🚚;lori dosbarthu;cerbyd|dosbarthu|lori
🚛;lori gymalog;cerbyd|lori|lori gymalog|rhannol
🚜;tractor;cerbyd|tractor
🏎️;car rasio;car|rasio
🏍️;beic modur;beic modur|rasio
🛵;sgwter modur;modur|sgwter
🦽;cadair olwyn heb beiriant;cadair olwyn heb beiriant|hygyrchedd
🦼;cadair olwyn â pheiriant;cadair olwyn â pheiriant|hygyrchedd
🛺;ricshio â pheiriant;ricshio â pheiriant|twc twc
🚲;beic;beic
🛴;sgwter cicio;cicio|sgwter
🛹;sgrialfwrdd;bwrdd|sgrialfwrdd
🛼;esgid sglefrio;esgid|sglefrio
🚏;arhosfan bws;arhosfan|bws|stop
🛣️;traffordd;heol|traffordd
🛤️;trac rheilffordd;rheilffordd|trac rheilffordd|trên
🛢️;drwm olew;drwm|olew
⛽;pwmp tanwydd;disel|gorsaf|nwy|pwmp|tanwydd
🛞;olwyn;cylch|olwyn|teiar|troi
🚨;golau car yr heddlu;car|golau|golau car yr heddlu|heddlu
🚥;golau traffig llorweddol;arwydd|golau|golau traffig llorweddol|traffig
🚦;golau traffig fertigol;arwydd|golau|golau traffig fertigol|traffig
🛑;arwydd stop;arwydd|stop|wythonglog
🚧;adeiladwaith;adeiladwaith|rhwystr
⚓;angor;angor|llong|offer
🛟;bwi cylch;achub|achubwr bywyd|arnofio|bwi cylch|diogelwch|diogelwr bywyd
⛵;cwch hwylio;cwch|cwch hwylio|cyrchfan|môr
🛶;canŵ;canŵ|cwch
🚤;cwch gwib;cerbyd|cwch|cwch gwib
🛳️;llong deithwyr;llong|llong deithwyr|teithiwr
⛴️;fferi;cwch|fferi|teithiwr
🛥️;cwch modur;cerbyd|cwch|cwch modur
🚢;llong;cwch|llong|teithiwr
✈️;awyren;awyren
🛩️;awyren fach;awyren|awyren fach
🛫;ymadawiad awyren;awyren|mewngofnodi|ymadawiad|ymadawiadau
🛬;dyfodiad awyren;awyren|dyfodiad awyren|dyfodiadau|glanio
🪂;parasiwt;barcuta|neidio o awyren|parasiwt
💺;sedd;cadair|sedd
🚁;hofrennydd;cerbyd|hofrennydd
🚟;rheilffordd grog;cerbyd|crogiant|rheilffordd|rheilffordd grog
🚠;rhaffbont fynydd;cebl|gondola|mynydd|rhaffbont fynydd
🚡;tramffordd awyrol;awyrol|car|cebl|gondola|tramffordd awyrol
🛰️;lloeren;cerbyd|gofod|lloeren
🚀;roced;cerbyd|gofod|roced
🛸;soser hedegog;peth hedegog anhysbys|soser hedegog
🛎️;porthor;cloch|gwesty|porthor
🧳;bagiau;bagiau|pacio|teithio
⌛;awrwydr;amserydd|awrwydr|tywod
⏳;awrwydr gyda thywod yn llifo;amserydd|awrwydr|awrwydr gyda thywod yn llifo|tywod
⌚;oriawr;cloc|oriawr
⏰;cloc larwm;cloc|larwm
⏱️;stop wats;cloc|stop wats
⏲️;cloc ag amserydd;amserydd|cloc|cloc ag amserydd
🕰️;cloc silff ben tân;cloc|cloc silff ben tân
🕛;deuddeg o’r gloch;00|12|12:00|cloc|deuddeg o’r gloch
🕧;hanner awr wedi deuddeg;12|12:30|30|cloc|hanner awr wedi deuddeg
🕐;un o’r gloch;00|1|1:00|cloc|un o’r gloch
🕜;hanner awr wedi un;1|1:30|30|cloc|hanner awr wedi un
🕑;dau o’r gloch;00|2|2:00|cloc|dau o’r gloch
🕝;hanner awr wedi dau;2|2:30|30|cloc|hanner awr wedi dau
🕒;tri o’r gloch;00|3|3:00|cloc|tri o’r gloch
🕞;hanner awr wedi tri;3|3:30|30|cloc|hanner awr wedi tri
🕓;pedwar o’r gloch;00|4|4:00|cloc|pedwar o’r gloch
🕟;hanner awr wedi pedwar;30|4|4:30|cloc|hanner awr wedi pedwar
🕔;pump o’r gloch;00|5|5:00|cloc|pump o’r gloch
🕠;hanner awr wedi pump;30|5|5:30|cloc|hanner awr wedi pump
🕕;chwech o’r gloch;00|6|6:00|chwech o’r gloch|cloc
🕡;hanner awr wedi chwech;30|6|6:30|cloc|hanner awr wedi chwech
🕖;saith o’r gloch;00|7|7:00|cloc|saith o’r gloch
🕢;hanner awr wedi saith;30|7|7:30|cloc|hanner awr wedi saith
🕗;wyth o’r gloch;00|8|8:00|cloc|wyth o’r gloch
🕣;hanner awr wedi wyth;30|8|8:30|cloc|hanner awr wedi wyth
🕘;naw o’r gloch;00|9|9:00|cloc|naw o’r gloch
🕤;hanner awr wedi naw;30|9|9:30|cloc|hanner awr wedi naw
🕙;deg o’r gloch;00|10|10:00|cloc|deg o’r gloch
🕥;hanner awr wedi deg;10|10:30|30|cloc|hanner awr wedi deg
🕚;un ar ddeg o’r gloch;00|11|11:00|cloc|un ar ddeg o’r gloch
🕦;hanner awr wedi un ar ddeg;11|11:30|30|cloc|hanner awr wedi un ar ddeg
🌑;lleuad newydd;gofod|lleuad|lleuad newydd|tywydd|tywyllwch
🌒;lleuad gilgant ar ei chynnydd;cilgant|cwyro|gofod|lleuad|lleuad gilgant ar ei chynnydd|lleuad gilgant ar ei mesurydd|tywydd
🌓;lleuad chwarter cyntaf;cilgant|gofod|lleuad|lleuad chwarter cyntaf
🌔;lleuad amgrwm ar ei chynnydd;chwarter|gofod|lleuad|lleuad amgrwm ar ei chynnydd
🌕;lleuad lawn;amgrwm|gofod|lleuad|lleuad lawn
🌖;lleuad amgrwm ar ei chil;gofod|llawn|lleuad|lleuad amgrwm ar ei chil
🌗;lleuad chwarter olaf;amgrwm|gofod|lleuad|lleuad chwarter olaf
🌘;lleuad cilgant ar ei chil;chwarter|gofod|lleuad|lleuad cilgant ar ei chil
🌙;lleuad gilgant;cilgant|gofod|lleuad|lleuad gilgant
🌚;wyneb lleuad newydd;cilgant|gofod|lleuad|wyneb lleuad newydd
🌛;lleuad chwarter cyntaf gydag wyneb;chwarter|gofod|lleuad|lleuad chwarter cyntaf gydag wyneb|wyneb
🌜;lleuad chwarter olaf gydag wyneb;chwarter|gofod|lleuad|lleuad chwarter olaf gydag wyneb|wyneb
🌡️;thermomedr;thermomedr|tywydd
☀️;haul;golau|haul|heulog|pelydrau|tywydd
🌝;lleuad lawn gydag wyneb;llachar|llawn|lleuad|lleuad lawn gydag wyneb|wyneb
🌞;lleuad ag wyneb;haul|llachar|lleuad ag wyneb|tywydd|wyneb
🪐;planed cylchog;planed|planed cylchog|sadwrn
⭐;seren ganolig wen;seren|seren ganolig wen
🌟;seren yn tywynnu;disgleirio|pelydru|seren yn tywynnu|tywynnu
🌠;seren wib;gofod|gwibio|seren wib|syrthio
🌌;y llwybr llaethog;gofod|tywydd|y llwybr llaethog
☁️;cwmwl;cwmwl|tywydd
⛅;haul tu ôl i gwmwl;cwmwl|haul|haul tu ôl i gwmwl|tywydd
⛈️;cwmwl â mellt a glaw;cwmwl|cwmwl â mellt a glaw|glau|storm|tywydd
🌤️;haul tu ôl i gwmwl bach;cwmwl|haul|haul tu ôl i gwmwl bach|tywydd
🌥️;haul tu ôl i gwmwl mawr;cwmwl|haul|haul tu ôl i gwmwl mawr|tywydd
🌦️;haul tu ôl i gwmwl gyda glaw;cwmwl|glaw|haul|haul tu ôl i gwmwl gyda glaw|tywydd
🌧️;cwmwl gyda glaw;cwmwl|cwmwl gyda glaw|glaw|tywydd
🌨️;cwmwl gydag eira;cwmwl|cwmwl gydag eira|eira|oer|tywydd
🌩️;cwmwl gyda mellt;cwmwl|cwmwl gyda mellt|mellt|tywydd
🌪️;corwynt;chwyrlwynt|corwynt|cwmwl|tywydd
🌫️;niwl;cwmwl|niwl
🌬️;wyneb gwyntog;chwythu|cwmwl|wyneb|wyneb gwyntog
🌀;seiclon;corwynt|penysgafn|seiclon|twister|typhoon
🌈;enfys;enfys|glaw|tywydd
🌂;ymbarél ar gau;dillad|glaw|tywydd|ymbarél|ymbarél ar gau
☂️;ymbarél;dillad|glaw|tywydd|ymbarél
☔;ymbarél gyda glaw;diferyn|dillad|glaw|tywydd|ymbarél gyda glaw
⛱️;ymbarél ar lawr;glaw|haul|tywydd|ymbarél|ymbarél ar lawr
⚡;foltedd uchel;foltedd|foltedd uchel|perygl|trydan
❄️;pluen eira;eira|oer|pluen eira|tywydd
☃️;dyn eira;dyn eira|eira|oerfel|tywydd
⛄;dyn eira heb eira;dyn eira|dyn eira heb eira|eira|oer|tywydd
☄️;comed;comed|gofod
🔥;tân;fflam|offer|tân
💧;defnyn;chwys|comig|defnyn|diferyn|oer
🌊;ton ddŵr;cefnfor|dŵr|ton|ton ddŵr|tywydd

[activities]
🎃;jack-o-lantern;calan gaeaf|dathliad|jack-o-lantern|llusern|pwmpen
🎄;coeden nadolig;coeden|dathliad|nadolig
🎆;tân gwyllt;dathliad|tân gwyllt
🎇;ffon wreichion;dathliad|ffon wreichion|gwreichion|tân gwyllt
🧨;gwialen tân;dynameit|ffrwydrol|gwialen tân|tân gwyllt
✨;gwreichion;gwreichion|seren
🎈;balŵn;balŵn|dathliad
🎉;popiwr parti;dathliad|parti|popiwr|tada
🎊;pelen gonffeti;conffeti|dathliad|pêl|pelen gonffeti
🎋;coeden tanabata;baner|coeden|coeden tanabata|dathliad|Japaneaidd
🎍;addurn pinwydden;addurn pinwydden|bambŵ|dathliad|pinwydden|planhigyn
🎎;doliau Japaneaidd;dathliad|doli|doliau Japaneaidd|Japaneaidd
🎏;baner y carp;baner|baner y carp|carp|dathliad
🎐;clychsain wynt;cloch|clychsain|clychsain wynt|dathliad|gwynt
🎑;seremoni’r lleuad;dathliad|lleuad|seremoni|seremoni’r lleuad
🧧;amlen goch;amlen goch|anrheg|arian|hóngbāo|lai see|pob lwc
🎀;rhuban;dathliad|rhuban
🎁;anrheg wedi’i lapio;anrheg|anrheg wedi’i lapio|bocs|dathliad
🎗️;rhuban atgoffa;atgoffa|dathliad|rhuban
🎟️;tocynnau mynediad;mynediad|tocyn|tocynnau mynediad
🎫;tocyn;mynediad|tocyn
🎖️;medal filwrol;dathliad|medal|medal filwrol|milwrol
🏆;tlws;gwobr|tlws
🏅;medal chwaraeon;medal|medal chwaraeon
🥇;medal aur;aur|cyntaf|medal
🥈;medal arian;ail|arian|medal
🥉;medal efydd;efydd|medal|trydydd
⚽;pêl droed;pêl|pêl droed
⚾;pêl fas;pêl|pêl fas
🥎;pêl feddal;dan braich|maneg|pêl|pêl feddal
🏀;pêl fasged;cylch|pêl|pêl fasged
🏐;pêl-foli;gêm|pêl|pêl-foli
🏈;pêl droed Americanaidd;americanaidd|pêl|pêl droed|pêl droed Americanaidd
🏉;pêl rygbi;pêl|pêl droed|rygbi
🎾;tenis;pêl|raced|tenis
🥏;disg hedfan;disg hedfan|yn y pen draw
🎳;bowlio;bowlio|gêm|pêl
🏏;criced;bat|criced|gêm|pêl
🏑;hoci cae;cae|chwarae|hoci|pêl
🏒;cnap a ffon hoci iâ;cnap a ffon hoci iâ|ffon|gêm|hoci|iâ
🥍;lacrós;ffon|gôl|lacrós|pêl
🏓;ping-pong;bat|gêm|pêl|ping-pong|tenis
🏸;badminton;badminton|gêm|raced
🥊;maneg bocsio;bocsio|chwaraeon|maneg
🥋;gwisg y crefftau ymladd;chwaraeon|gwisg|gwisg y crefftau ymladd|jiwdo|karate|taekwondo|y crefftau ymladd
🥅;rhwyd gôl;chwaraeon|gôl|rhwyd
⛳;baner mewn twll;baner mewn twll|golff|twll
⛸️;sglefrio iâ;iâ|sglefrio
🎣;polyn pysgota;polyn|polyn pysgota|pysgodyn
🤿;masg deifio;deifio|deifio sgwba|masg deifio|snorcel
🎽;crys rhedeg;crys|rhedeg|sash
🎿;sgîs;eira|sgi|sgîs
🛷;sled;car llusg|sled
🥌;carreg cyrlio;carreg cyrlio|craig|gêm
🎯;ergyd uniongyrchol;ergyd uniongyrchol|gêm|llygad|targed|tarw
🪀;io-io;fyny ac i lawr|io-io|tegan
🪁;barcud;barcud|esgyn|hedfan
🔫;pistol dŵr;arf|dryll|llawddryll|pistol|pistol dŵr|rifolfer
🎱;biliards;biliards|gêm|wyth
🔮;pêl grisial;crisial|ffantasi|pêl|pêl grisial|tylwyth teg
🪄;ffon hud;dewin|dewines|ffon hud|hud
🎮;gêm fideo;gêm|gêm fideo|rheolydd
🕹️;ffon reoli;ffon reoli|fideo|gêm
🎰;peiriant slot;gêm|peiriant slot|slot
🎲;dis;dis|gêm
🧩;jig-so;cliw|cydgloi|darn|jig-so|pos
🧸;tedi bêr;moethus|tedi bêr|tegan|wedi’i stwffio
🪅;piñata;dathliad|parti|piñata
🪩;pêl ddrych;dawns|disgo|llewych|parti|pêl ddrych
🪆;doliau sy’n nythu;dol|doliau sy’n nythu|nythu|rwsia
♠️;siwt rhofiau;cardiau|gêm|rhofiau|siwt
♥️;siwt calonnau;calonnau|cardiau|gêm|siwt
♦️;siwt diemwntau;cardiau|diemwntau|gêm|siwt
♣️;siwt clybiau;cardiau|clybiau|gêm|siwt
♟️;gwerinwr gwyddbwyll;gwariadwy|gwerinwr gwyddbwyll|gwyddbwyll|twyllo
🃏;cellweiriwr;cardiau|cellweiriwr|chwarae|gêm
🀄;draig goch mahjong;coch|draig goch mahjong|gêm|mahjong
🎴;cardiau chwarae blodau;blodyn|cardiau|cardiau chwarae blodau|Japaneaidd
🎭;celfyddydau perfformiadol;celf|celfyddydau perfformiadol|mwgwd|perfformiadol|theatr
🖼️;ffrâm gyda llun;amgueddfa|celf|ffrâm|ffrâm gyda llun
🎨;palet arlunydd;amgueddfa|celf|paentiad|palet arlunydd
🧵;edafedd;edafedd|gwnïo|llinyn|nodwydd|rîl
🪡;nodwydd wnïo;brodwaith|edeifion|gwnïo|nodwydd|nodwydd wnïo|pwythau|teilwra
🧶;edau;crosio|edau|gwau|pêl
🪢;cwlwm;clymog|clymu|cwlwm|plethu|rhaff|troi

[objects]
👓;sbectol;dillad|llygad|sbectol
🕶️;sbectol haul;llygad|sbectol|sbectol haul|tywyll
🥽;gogls;amddiffyn llygad|gogls|nofio|weldio
🥼;cot lab;arbrawf|cot lab|gwyddonydd|meddyg
🦺;siaced ddiogelwch;argyfwng|diogelwch|siaced|siaced ddiogelwch
👔;tei;dillad|tei
👕;crys T;crys|crys T|dillad
👖;jîns;dillad|jîns|trwser
🧣;scarff;gwddf|scarff
🧤;menyg;llaw|menyg
🧥;côt;côt|siaced
🧦;sanau;hosan|sanau
👗;ffrog;dillad|ffrog
👘;cimono;cimono|dillad
🥻;sari;dillad|gwisg|sari
🩱;siwt nofio;gwisg nofio|siwt nofio
🩲;trôns;gwisg nofio|siwt nofio|trôns
🩳;siorts;dillad isa|siorts|siwt nofio|trôns
👙;bicini;bicini|dillad|nofio
👚;dillad menywod;dillad|dillad menywod|menyw
🪭;ffan llaw plyg;chwifio|dawns|ffan|ffan llaw plyg|oeri|poeth|swil
👛;pwrs;darn arian|dillad|pwrs
👜;bag llaw;bag|bag llaw|dillad
👝;cwd;bag|cwd|dillad
🛍️;bagiau siopa;bag|bagiau siopa|gwesty|siopa
🎒;bag ysgol;bag|ysgol
🩴;sandal thong;sandal thong|sandalau|sandalau thong|sandalau traeth|thongs|zōri
👞;esgid dyn;dillad|dyn|esgid
👟;esgidiau rhedeg;athletig|dillad|esgid|esgidiau rhedeg|rhedeg
🥾;esgid gerdded;bacpacio|cerdded|esgid|esgid gerdded|gwersylla
🥿;esgid fflat;esgid fflat|fflat bale|slip-on|sliper
👠;esgidiau sodlau uchel;dillad|esgid|esgidiau sodlau uchel|menyw|sawdl
👡;sandal menyw;dillad|esgid|menyw|sandal
🩰;esgidiau bale;bale|dawnsio|esgidiau bale
👢;esgid fenyw;dillad|esgid|esgid fenyw|menyw
🪮;pig gwallt;Affro|crib|gwallt|pig
👑;coron;brenhines|brenin|coron|dillad
👒;het fenyw;dillad|het|het fenyw|menyw
🎩;het silc;dillad|het|het silc
🎓;cap graddio;cap|cap graddio|dathlu|dillad|het
🧢;cap pêl fas;cap pel fâs|cap pêl fas
🪖;helmed filitaraidd;byddin|helmed|helmed filitaraidd|milwr|rhyfelwr
⛑️;helmed â chroes wen;croes|cymorth|helmed â chroes wen|het|wyneb
📿;gleiniau gweddïo;dillad|gleiniau|gleiniau gweddïo|gweddi|mwclis
💄;minlliw;colur|minlliw
💍;modrwy;diemwnt|modrwy
💎;gemfaen;diemwnt|gem|gemfaen|tlws
🔇;seinydd wedi’i ddiffodd;mud|sain|seinydd wedi’i ddiffodd|tawelwch
🔈;seinydd;seinydd|sŵn
🔉;seinydd ymlaen;isel|seinydd ymlaen|siarad|ton
🔊;seinydd uchel;3|seinydd|uchel
📢;uchelseinydd;cyhoeddus|uchel|uchelseinydd
📣;megaffon;megaffon|sirioli
📯;corn bost;corn|corn bost|post
🔔;cloch;cloch
🔕;cloch a slaes;cloch|cloch a slaes|gwaharddedig|mud|na
