[smileys_emotion]
😀;fuska mai murmushin baki har kunne;fuska mai murmushin baki har kunne|murmushi|uska
🍷;gilashin giya;gilashi|gilashin giya|giya|mashaya|sha|shayi
🍸;gilashin cocktail;cocktail|gilashi|gilashin cocktail|mashaya|sha
🍹;abinsha na wurin zafi;abinsha na wurin zafi|mashaya|na wurin zafi|sha
🍺;kofin giya;giya|kofi|kofin giya|mashaya|sha
🍻;kofofin giya masu yin amo;amo|giya|kofi|kofofin giya masu yin amo|mashaya|sha
🥂;gilasan giya masu yin amo;gilasai masu yin amo|gilasan giya masu yin amo|gilashi|sha|yi shagali|yin amo
🥃;gilashin tambular;gilashi|gilashin tambular|giya|giyar wiski|tambular
🫗;zuba ruwa;fanko|gilashi|sha|zuba ruwa|zubewa
🥤;kofi tare da tsinke;kofi tare da tsinke|ruwan zaƙi|soda
🧋;shayi mai kumfa;kumfa|luʼu-luʼu|madara|shayi|shayi mai kumfa
🧃;lemon kwali;bambaro|kwali|lemo|lemon kwali|mai daɗi|ruwan ʼyaʼyan itace
🧉;kofin sha;kofi|kofin sha|sha
🧊;ƙankara;ƙankara|ƙanƙara|sanyi|tsibirin ƙanƙara
🥢;sandunan cin abinci;hashi|sandunan cin abinci
🍽️;cokali mai yatsu da wuƙa tare da faranti;cokali mai yatsu|cokali mai yatsu da wuƙa tare da faranti|dafuwa|faranti|wuƙa
🍴;cokali mai yatsu da wuƙa;cokali mai yatsu|cokali mai yatsu da wuƙa|girkawa|wuƙa
🥄;cokali;cokali|kayan abinci
🔪;wuƙar kicin;girkawa|hocho|kayan aiki|makami|wuƙa|wuƙar kicin
🫙;kurtu;akwati|ɗanɗano|fanko|kurtu|miya|shago
🏺;butar amphora;butar amphora|falaki|girkawa|Guga|sha|tukunya

[travel_places]
🌍;taswirar duniya mai nuna Turai-Afirka;Afirka|duniya|gulab na duniya|taswirar duniya mai nuna Turai-Afirka|Turai
🌎;taswirar duniya mai nuna Ƙasashen Amurka;duniya|Ƙasashen Amurka|taswirar duniya|taswirar duniya mai nuna Ƙasashen Amurka
🌏;taswirar duniya mai nuna Asiya-Ostiraliya;Asiya|duniya|Ostiraliya|taswirar duniya mai nuna Asiya-Ostiraliya|taswirar duniyag
🌐;taswirar duniya mai nuna layukan lokaci;duniya|layukan lokaci|taswirar duniya|taswirar duniya mai nuna layukan lokaci
🗺️;taswirar duniya;duniya|taswira|taswirar duniya
🗾;taswirar Japan;Japan|taswira|taswirar Japan
🧭;kamfas;fuskantarwa|kamfas|kewayawa|maganaɗisu
🏔️;tsauni mai saman ƙanƙara;ƙanƙara|sanyi|tsauni|tsauni mai saman ƙanƙara
⛰️;tsauni;tsauni
🌋;dutse mai aman wuta;aman wuta|dutse mai aman wuta|tsauni
🗻;tsaunin fuji;fuji|tsauni|tsaunin fuji
🏕️;zaman ruga;zaman ruga
🏖️;bakin teku tare da laima;bakin teku|bakin teku tare da laima|laima
🏜️;hamada;hamada
🏝️;tsibirin hamada;hamada|tsibiri|tsibirin hamada
🏞️;gandun daji na ƙasa;gandu|gandun daji na ƙasa
🏟️;filin wasa;filin wasa
🏛️;gini na da;gini na da|na da
🏗️;aikin gini na gini;aikin gini|aikin gini na gini
🧱;bulo;bango|bulalluka|bulo|laka|turmi
🪨;dutse;dutse|mai ƙwari|nauyi
🪵;itace;gungume|itace|katako
🛖;bukka;bukka|bukka mai tanti|gida|zagaye
🏘️;gidaje;gidaje
🏚️;zaizayayyen gida;gida|zaizayayye|zaizayayyen gida
🏠;gida;gida
🏡;gida mai gadina;gadina|gida|gida mai gadina
🏢;ginin ofis;gini|ginin ofis
🏣;gidan waya Na Japan;gidan waya|gidan waya Na Japan|Na Japan
🏤;gidan waya;gidan waya|Turai
🏥;asibiti;asibiti|likita|magani
🏦;banki;banki|gini
🏨;hotal;gini|hotal
🏩;hotal na soyayya;hotal|hotal na soyayya|soyayya
🏪;shago a wuri mai dacewa;shago|shago a wuri mai dacewa|wuri mai dacewa
🏫;makaranta;gini|makaranta
🏬;babban shago;babban|shago
🏭;masana’anta;gini|masana’anta
🏯;sansani Na Japan;Na Japan|sansani|sansani Na Japan
🏰;sansani;Na Turai|sansani
💒;bikin aure;bikin aure|ƙaramin coci|soyayya
🗼;hasumiyar Tokyo;hasumiya|hasumiyar Tokyo|Tokyo
🗽;mutum-mutumi na ’yanci;‘yanci|mutum-mutum|mutum-mutumi na ’yanci
⛪;coci;addini|coci|Kirista|kuros
🕌;masallaci;addini|islam|masallaci|Musulmi
🛕;gidan ibanda na hindu;gidan ibada|gidan ibanda na hindu|hindu
🕍;wurin ibada na yahudawa;addini|Na yahudu|wurin ibada|wurin ibada na yahudawa|Yahudu
⛩️;wurin addu’a na shinto;addini|shinto|wurin addu’a|wurin addu’a na shinto
🕋;ɗakin kaaba;addini|ɗakin kaaba|Musulmi|Musulunci
⛲;marmaro;marmaro
⛺;tanti;tanti|zaman ruga
🌁;mai hazo;hazo|mai hazo
🌃;dare mai taurari;dare|dare mai taurari|tauraro
🏙️;ganowar birni;birni|ganowar birni
🌄;fitowar rana bisa tsaunuka;fitowar rana|fitowar rana bisa tsaunuka|rana|safiya|tsauni
🌅;fitowar rana;fitowar rana|rana|safiya
🌆;ganowar birni a magariba;birni|faɗuwar rana|ganowar birni a magariba|magariba|rana|tsarin gari|yamma
🌇;faɗuwar rana;faɗuwar rana|magariba|rana
🌉;gada a dare;dare|gada|gada a dare
♨️;maɓuɓɓuga mai zafi;maɓuɓɓuga|maɓuɓɓuga mai zafi|mai tururi|zafi
🎠;dokin lilon mai juyawa;doki|dokin lilon mai juyawa|lilon mai juyawa
🛝;filin wasan motsa jiki;filin wasan motsa jiki|wasa|wurin nishaɗi
🎡;babban lilo;babban|lilo|wurin shaƙatawa
🎢;motocin masa masu juyawa;masu juyawa|motocin masa masu juyawa|motocin wasa|wurin shaƙatawa
💈;sandar mai aski;aski|mai aski|sanda|sandar mai aski
🎪;tantin ’yan wasa;’yan wasa|tanti|tantin ’yan wasa
🚂;jirgin ƙasa mai amfani da gawayi;inji|jirgin ƙasa|jirgin ƙasa mai amfani da gawayi|reluwe|tururi
🚃;ƙaramar motar reluwe;bas mai aiki da lantarki|jirgin ƙasa|ƙaramar mota|ƙaramar motar reluwe|na lantarki|reluwe|tram
🚄;jirgin ƙasa mai matuƙar sauri;jirgin ƙasa|jirgin ƙasa mai matuƙar sauri|reluwe|sauri|shinkansen
🚅;jirgin ƙasa mai gudun tsiya;harsashi|jirgin ƙasa|jirgin ƙasa mai gudun tsiya|reluwe|sauri|shinkansen
🚆;jirgin ƙasa;jirgin ƙasa|reluwe
🚇;jirgin ƙarƙashin ƙasa;hanyar jirgin ƙasa na rami|jirgin ƙarƙashin ƙasa
🚈;reluwe na cunkoso mara yawa;reluwe|reluwe na cunkoso mara yawa
🚉;tasha;jirgin ƙasa|reluwe|tasha
🚊;jirgin tram;bas mai aiki da lantarki|jirgin tram
🚝;reluwe guda;mota|reluwe guda
🚞;reluwen tsauni;ƙaramar mota|reluwe|reluwen tsauni|tsauni
🚋;ƙaramar motar tram;bas mai aiki da lantarki|ƙaramar mota|ƙaramar motar tram|tram
🚌;bas;bas|mota
🚍;bas mai zuwa;bas|bas mai zuwa|mai Zuwa
🚎;bas mai aiki da lantarki;bas|bas mai aiki da lantarki|mai aiki da lantarki|tram
🚐;ƙaramar bas;bas|ƙaramar bas
🚑;ambulan;ambulan|mota
🚒;injin wuta;babbar mota|inji|injin wuta|wuta
🚓;motar ’yan sanda;‘yan sanda|ƙaramar mota|motar ’yan sanda|patiri
🚔;motar ’yan sanda mai zuwa;’yan sanda|ƙaramar motar|mai zuwa|motar ’yan sanda mai zuwa
🚕;tasi;mota|tasi
🚖;tasi mai zuwa;mai zuwa|tasi|tasi mai zuwa
🚗;mota;ƙaramar mota|mota
🚘;mota mai zuwa;ƙaramar mota|mai zuwa|mota|mota mai zuwa
🚙;motar amfani na wasanni;amfani na wasanni|motar amfani na wasanni|na shaƙatawa
🛻;a-kori-kura;a kori kura|a-kori-kura|babbar mota
🚚;babbar mota ta kai kaya;babbar mota|babbar mota ta kai kaya|kai kaya
🚛;tirela mai tarakta;babbar mota|kaɗan|tirela|tirela mai tarakta
🚜;tarakta;mota|tarakta
🏎️;motar tsere;ƙaramar mota|motar tsere|tsere
🏍️;babur;babur|tsere
🛵;sukuta na inji;inji|sukuta|sukuta na inji
🦽;keken hannu;keken hannu|samun dama
🦼;keken hannu mai inji;keken hannu mai inji|samun dama
🛺;keken adaidaita-sahu;keken adaidaita-sahu|tuk tuk
🚲;keke;keke
🛴;sukuta na ƙafa;na ƙafa|sukuta na ƙafa
🛹;allo mai taya;allo|allo mai taya
🛼;takalmin taya;takalmi|takalmin taya|taya
🚏;tashar bas;bas|dakata|tashar bas
🛣️;hanyar mota;babbar hanya|hanya|hanyar mota
🛤️;sawun reluwe;jirgin ƙasa|reluwe|sawun reluwe
🛢️;gangar mai;ganga|gangar mai|mai
⛽;famfon mai;famfo|famfon mai|gas|mai|tasha
🛞;taya;daʼira|juyawa|taya
🚨;wutar motar ’yan sanda;‘yan sanda|bikon|ƙaramar mota|mai juyawa|wuta|wutar motar ’yan sanda
🚥;wutar tarafik mai kwance;sigina|tarafik|wuta|wutar tarafik mai kwance
🚦;wutar tarafik mai tsaye;sigina|tarafik|wuta|wutar tarafik mai tsaye
🛑;alamar dakata;alama|alamar dakata|dakata|na sura mai gefe takwas
🚧;aikin gini;aikin gini|cikas
⚓;babban karfi;babban karfi|jirgin ruwa|kayan aiki
🛟;balan-balan ceto na ruwa;aminci|balan-balan ceto na ruwa|ceto|mai ceton rai|shawagi
⛵;jirgin ruwa mai filafilai;jirgin ruwa mai filafilai|jirgin ruwa mai filafilai ɗaya|jirgin ruwa na sauri|shaƙatawa|teku
🛶;ƙaramin jirgin ruwa;jirgin ruwa mai sauri|ƙaramin jirgin ruwa
🚤;jirgin ruwa mai sauri;jirgin ruwa mai sauri|jirgin ruwa na sauri
🛳️;jirgin ruwa na fasinja;fasinja|jirgin ruwa|jirgin ruwa na fasinja
⛴️;jirgin fito;fasinja|jirgin fito|jirgin ruwa na sauri
🛥️;jirgin ruwa mai inji;jirgin ruwa mai inji|jirgin ruwa na sauri
🚢;jirgin ruwa;fasinja|jirgin ruwa|jirgin ruwa na sauri
✈️;jirgin sama;jirgin sama
🛩️;ƙaramin jirgin sama;jirgin sama|ƙaramin jirgin sama
🛫;tasowar jirgin sama;jirgin sama|shigarwa|tasowa|tasowar jirgin sama
🛬;isarwar jirgin sama;isa|isarwa|isarwar jirgin sama|jirgin sama|saukarwa
🪂;laimar jirgi;laimar jirgi|parasail|rataya-gudu|saukowa daga sararin sama
💺;wurin zama;kujera|wurin zama
🚁;helikafta;helikafta|mota
🚟;reluwe mai rataya;rataya|reluwe|reluwe mai rataya
🚠;motar sama na tsauni;gondola|kebur|motar sama na tsauni|tsauni
🚡;hanyar mota ta sama;gondola|hanyar mota ta sama|hanyar tram|kebur|ƙaramar mota|na sama
🛰️;kumbo;kumbo|sarari
🚀;roka;roka|sarari
🛸;faranti mai tasowa;faranti mai tasowa|UFO
🛎️;yaro mai taimaka baƙi ƙararrawa;hotal|ƙararrawa|yaro mai taimaka baƙi|yaro mai taimaka baƙi ƙararrawa
🧳;kaya;kaya|shiryawa|tafiya
⌛;gilashin lokaci;gilashin lokaci|mai ƙirga lokaci|yashi
⏳;gilashin lokaci mai yashi mai gudana;gilashin lokaci|gilashin lokaci mai yashi mai gudana|mai ƙirga lokaci|yashi
⌚;kallo;agogo|kallo
⏰;agogon faɗakarwa;agogo|agogon faɗakarwa|faɗakarwa
⏱️;agogo mai awon gudu;agogo|agogo mai awon gudu
⏲️;agogon mai ƙirga lokaci;agogo|agogon mai ƙirga lokaci|mai ƙirga lokaci
🕰️;agogon mantelpiece;agogo|agogon mantelpiece
🕛;ƙarfe goma sha biyu;00|12|12:00|agogo|ƙarfe|ƙarfe goma sha biyu|sha biyu
🕧;sha biyu da rabi;12|12:30|30|agogo|da rabi|sha biyu|sha biyu da rabi
🕐;ƙarfe ɗaya;00|1|1:00|agogo|ɗaya|ƙarfe
🕜;ɗaya da rabi;1|1:30|30|agogo|da rabi|ɗaya|ɗaya da rabi
🕑;ƙarfe biyu;00|2|2:00|agogo|biyu|ƙarfe
🕝;biyu da rabi;2|2:30|30|agogo|biyu|biyu da rabi|da rabi
🕒;ƙarfe uku;00|3|3:00|agogo|ƙarfe|uku
🕞;uku da rabi;3|3:30|30|agogo|da rabi|uku|uku da rabi
🕓;ƙarfe huɗu;00|4|4:00|agogo|huɗu|ƙarfe
🕟;huɗu da rabi;30|4|4:30|agogo|da rabi|huɗu|huɗu da rabi
🕔;ƙarfe biyar;00|5|5:00|agogo|biyar|ƙarfe
🕠;biyar da rabi;30|5|5:30|agogo|biyar|biyar da rabi|da rabi
🕕;ƙarfe shida;00|6|6:00|agogo|ƙarfe|shida
🕡;shida da rabi;30|6|6:30|agogo|da rabi|shida|shida da rabi
🕖;ƙarfe bakwai;00|7|7:00|agogo|bakwai|ƙarfe
🕢;bakwai da rabi;30|7|7:30|agogo|bakwai|bakwai da rabi|da rabi
🕗;ƙarfe takwas;00|8|8:00|agogo|ƙarfe|takwas
🕣;takwas da rabi;30|8|8:30|agogo|da rabi|takwas|takwas da rabi
🕘;ƙarfe tara;00|9|9:00|agogo|ƙarfe|tara
🕤;tara da rabi;30|9|9:30|agogo|da rabi|tara|tara da rabi
🕙;ƙarfe goma;00|10|10:00|agogo|goma|ƙarfe
🕥;goma da rabi;10|10:30|30|agogo|da rabi|goma|goma da rabi
🕚;ƙarfe goma sha ɗaya;00|11|11:00|agogo|goma sha ɗaya|ƙarfe|ƙarfe goma sha ɗaya
🕦;sha ɗaya da rabi;11|11:30|30|agogo|da rabi|goma sha ɗaya|sha ɗaya da rabi
🌑;sabon wata;duhu|sabon wata|wata
🌒;hilalin wata mai ƙaruwa;hilalin wata|hilalin wata mai ƙaruwa|mai ƙaruwa|wata
🌓;wata na farkon kwata;kwata|wata|wata na farkon kwata
🌔;wata wucewa rabi mai ƙaruwa;mai ƙaruwa|wata|wata wucewa rabi mai ƙaruwa|wucewa rabi
🌕;cikakken wata;cikakke|cikakken wata|wata
🌖;wata wucewa rabi mai ragewa;mai ragewa|wata|wata wucewa rabi mai ragewa|wucewa rabi
🌗;wata na ƙarshen kwata;kwata|wata|wata na ƙarshen kwata
🌘;hilalin wata mai ragewa;hilalin wata|hilalin wata mai ragewa|mai ragewa|wata
🌙;hilalin wata;hilalin wata|wata
🌚;fuskar sabon wata;fuska|fuskar sabon wata|wata
🌛;wata na farkon kwata tare da fuska;fuska|kwata|wata|wata na farkon kwata tare da fuska
🌜;wata na ƙarshen kwata tare da fuska;fuska|kwata|wata|wata na ƙarshen kwata tare da fuska
🌡️;mai aunin zafin jiki;mai aunin zafin jiki|yanayi
☀️;rana;da rana|haske|rana|tsirkiyoyi
🌝;cikakken wata tare da fuska;cikakke|cikakken wata tare da fuska|fuska|haske|wata
🌞;rana tare da fuska;fuska|haske|rana|rana tare da fuska
🪐;duniya mai zobe;duniya mai zobe|satun|saturnayin
⭐;farin matsakaicin tauraro;farin matsakaicin tauraro|tauraro
🌟;tauraro mai haske;haska|haske|mai ƙyalƙyali|tauraro|tauraro mai haske|yi ƙyalƙyali
🌠;mashi;faɗuwa|mashi
🌌;hanyar sama;hanyar sama|sarari
☁️;gajimare;gajimare|yanayi
⛅;rana a bayan gajimare;gajimare|rana|rana a bayan gajimare
⛈️;gajimare tare da aradu da ruwan sama;gajimare|gajimare tare da aradu da ruwan sama|ruwan sama|tsawa
🌤️;rana a bayan ƙaramin gajimare;gajimare|rana|rana a bayan ƙaramin gajimare
🌥️;rana a bayan babban gajimare;gajimare|rana|rana a bayan babban gajimare
🌦️;rana a bayan gajimaren ruwan sama;gajimare|rana|rana a bayan gajimaren ruwan sama|ruwan sama
🌧️;gajimare tare da ruwan sama;gajimare|gajimare tare da ruwan sama|ruwan sama
🌨️;gajimare tare da ƙanƙara;gajimare|gajimare tare da ƙanƙara|ƙanƙara|sanyi
🌩️;gajimare tare da aradu;aradu|gajimare|gajimare tare da aradu
🌪️;guguwa mai ƙarfi;gajimare|guguwa|guguwa mai ƙarfi
🌫️;hazo;gajimare|hazo
🌬️;fuskar iska;fuska|fuskar iska|gajimare|iska|kaɗe
🌀;babban ruwa da iska;babban ruwa da iska|guguwa mai ƙarfi|guguwar iska tare da ruwa|jiri
🌈;baƙangizo;baƙangizo|ruwan sama
🌂;rufaffiyar laima;laima|rufaffiyar laima|ruwan sama|sutura
☂️;laima;laima|ruwan sama|sutura
☔;laima tare da ɗige-ɗigen ruwan sama;ɗigo|laima|laima tare da ɗige-ɗigen ruwan sama|ruwan sama|sutura
⛱️;laima a ƙasa;laima|laima a ƙasa|rana|ruwan sama
⚡;ƙarfin wuta na sama;aradu|cizon lantarki|hatsari|ƙarfin wuta|ƙarfin wuta na sama|lantarki|wutar lantarki
❄️;ɓarɓashin ƙanƙara;ɓarɓashin ƙanƙara|ƙanƙara|sanyi
☃️;mutumin ƙanƙari;ƙanƙara|mutumin ƙanƙari|sanyi
⛄;mutumin ƙanƙara ban da ƙanƙara;ƙanƙara|mutumin ƙanƙara|mutumin ƙanƙara ban da ƙanƙara|sanyi
☄️;taurariya mai wutsiya;sarari|taurariya mai wutsiya
🔥;wuta;harshen wuta|kayan aiki|wuta
💧;ɗan ɗigo;ɗan ɗigo|ɗigo|gumi|mai ban dariya|sanyi
🌊;igiyar ruwa;igiya|igiyar ruwa|ruwa|teku

[activities]
🎃;fitilar-jack-o;bikin halloween|fitilar-jack-o|jack|shagali
🎄;bishiyar kirsimati;bishiya|bishiyar kirsimati|Kirsmati|shagali
🎆;wasan wuta;shagali|wasan wuta
🎇;na’urar sa wuta a gas;ƙyalƙyali|na’urar sa wuta a gas|shagali|wasan wuta
🧨;mai ƙyalƙyalin wuta;mai fashewa|mai ƙyalƙyalin wuta|wasan wuta
✨;ƙyalƙyalai;*|ƙyalƙyalai|ƙyalƙyali|tauraro
🎈;balan-balan;balan-balan|shagali
🎉;mai bashewa na biki;biki|mai bashewa|mai bashewa na biki|shagali|tada
🎊;ƙwallon confetti;confetti|ƙwallo|ƙwallon confetti|shagali
🎋;bishiyar tanabata;bishiya|bishiyar tanabata|Na japan|shagali|tuta
🎍;adon bishiyar pine;adon bishiyar pine|bishiyar pine|gora|Na Japan|shagali
🎎;yar tsana Na Japan;biki|Na Japan|shagali|yar tsana|yar tsana Na Japan
🎏;tutar safa;safa|shagali|tuta|tutar safa
🎐;ƙararrawar ƙarfe ta iska;iska|ƙararrawa|ƙararrawar ƙarfe|ƙararrawar ƙarfe ta iska|shagali
🎑;bikin kallon wata;biki|bikin kallon wata|shagali|wata
🧧;jar ambulan;fatan alheri|ganin lai|hongbao|jar ambulan|kuɗi|kyauta
🎀;ribon;ribon|shagali
🎁;naɗaɗɗiyar tsaraba;akwati|kyauta|naɗaɗɗe|naɗaɗɗiyar tsaraba|shagali|tsaraba
🎗️;ribon na tunatarwa;ribon|ribon na tunatarwa|shagali|tunatarwa
🎟️;shigarwa;shigarwa|tikiti|tikitin shigarwa
🎫;tikiti;shigarwa|tikiti
🎖️;medal na soja;medal|medal na soja|shagali|soja
🏆;kofi;kofi|lambar girma
🏅;medal na wasanni;medal|medal na wasanni
🥇;medal na farko;medal|medal na farko|na farko|zinari
🥈;medal na biyu;azurfa|medal|medal na biyu|na biyu
🥉;medal na uku;medal|medal na uku|na uku|tagulla
⚽;ƙwallon ƙafa;ƙwallo|ƙwallon ƙafa
⚾;wasan baseball;ƙwallo|wasan baseball
🥎;bal ta wasan kirket;bal ta wasan kirket|kwallo|maras lokaci|safar hannu
🏀;wasan ƙwallon kwando;kwando|ƙwallo|wasan ƙwallon kwando
🏐;wasan ƙwallon raga;ƙwallo|wasa|wasan ƙwallon raga
🏈;ƙwallon ƙafa na amurka;ƙwallo|ƙwallon ƙafa|ƙwallon ƙafa na amurka|na amurka
🏉;ƙwallon ƙafa na rugby;ƙwallo|ƙwallon ƙafa|ƙwallon ƙafa na rugby
🎾;wasan tanis;ƙwallo|raket|wasan tanis
🥏;faifai na jifa;faifai na jifa|faifan jifa|na ƙarshe
🎳;wasan bowling;ƙwallo|wasa|wasan bowling
🏏;wasan kurket;kulki|ƙwallo|wasa|wasan kurket
🏑;wasan gora na fili;fili|ƙwallo|sanda|wasa|wasan gora na fili
🏒;wasan gora na ƙanƙara;kankara|ƙwallon bugu|sanda|wasa|wasan gora|wasan gora na ƙanƙara
🥍;wasan lacrosse;bal|ƙwallo|sanda|wasan lacrosse
🏓;ƙwallon tebur;kulki|ƙwallo|ƙwallon tebur|matuƙi|wasa|wasan tanis
🏸;ƙwallon gashi;ƙwallo|ƙwallon gashi|maki|raket|wasa
🥊;safar hannu na dambe;dambe|safar hannu|safar hannu na dambe
🥋;rigar iyawar wasan faɗa;judo|karate|riga|rigar iyawar wasan faɗa|taekwondo|yawar wasan faɗa
🥅;ragar gol;gol|raga|ragar gol
⛳;tuta a cikin rami;tuta a cikin rami|wasan golf
⛸️;wasa kan ƙanƙara;ƙanƙara|wasa kan ƙanƙara
🎣;fatsa;fatsa|kifi|sanda
🤿;gilashin nutso;gilashin nutso|jannatin ruwa|nutso|shaƙatawa
🎽;rigar gudu;gudu|gyale|riga|rigar gudu
🎿;wasan skis;ƙanƙara|wasan ski|wasan skis
🛷;motar kaya kan ƙanƙara;jaka|motar kaya kan ƙanƙara|siririya
🥌;dutsen wasan curling;dutse|dutsen wasan curling|wasa
🎯;bugawa ta kai tsaye;abin bara|buga|bugawa ta kai tsaye|ido|kai tsaye|wasa
🪀;zaren yo-yo;canzawa|zaren yo-yo|ʼyartsana
🪁;fiffiluwa;fiffiluwa|fifiluwa|kaya
🔫;ƙaramar bindiga;bindiga|bindigar hannu|kayan aiki|ƙaramar bindiga|makami
🎱;ƙwallon pool 8;8|ƙwallo|ƙwallon pool 8|takwas|wasa|wasan billard
🔮;balon kallo;bal|balon kallo|dukiya|kayan aiki|krisal|labarin aljana
🪄;sandan sihiri;matsafi|mayya|sandan sihiri|sihiri
🎮;wasan bidiyo;masarrafa|wasa|wasan bidiyo
🕹️;abin buga wasa;abin buga wasa|wasan|wasan bidiyo
🎰;na’urar kaya mai karɓin kuɗi;na’urar kaya mai karɓin kuɗi|rami|wasa
🎲;dayis na wasa;dayi|dayis|dayis na wasa|wasa
🧩;wasa mai wuyar warwara;bada haske|haɗa juna|wasa mai wuyar warwara|wasa mai wuyar warwarewa|yanki|zarto
🧸;tunkun wasa;buga wasa|cushe|ƙari|tunkun wasa|ʼyartsana
🪅;pinata;biki|liyafa|pinata
🪩;ƙwallon madubi;disko|ƙwallon madubi|ƙyalƙyali|liyafa
🪆;ʼyartsana mai sheƙa;rasha|sheƙa|ʼyartsana|ʼyartsana mai sheƙa
♠️;zubin suffa;kati|wasa|zubin suffa
♥️;zubin kubbi;kati|wasa|zubin kubbi
♦️;zubin zi;kati|wasa|zubin zi
♣️;zubin kuri;kati|wasa|zubin kuri
♟️;dara;dara|dupe|mai faɗaɗuwa
🃏;joka;joka|kati|wasa|wildcard
🀄;jan daragon na mahjong;ja|jan daragon na mahjong|mahjong|wasa
🎴;katunan wasa mai fure;bugawa|fure|kati|katunan wasa mai fure|Na Japan|wasa
🎭;wasan kwaikwayo;abin rufen ido|fasaha|kwaikwayo|wasan kwaikwayo|wurin wasan kwaikwayo
🖼️;hoto mai firem;fasaha|fenti|firem|hoto|hoto mai firem|ma’adanar kayayyakin tarihi
🎨;allon mai zane;allon fenti|allon mai zane|fasaha|fenti|ma’adanar kayayyakin tarihi
🧵;zare;allura|ɗinki|kirtani|kwalliya|zare
🪡;allurar ɗinki;allura|allurar ɗinki|ɗinkawa|ɗinki|faci|kwalliya|sutura
🧶;ƙwallon zare;ƙwallo|ƙwallon zare|ƙwanƙwasa|saƙa
🪢;ƙulli;igiya|karkata|ƙulla|ƙulli|ruɗani

[objects]
👓;gilashin ido;gilashin ido|ido|kayan ido|sutura|tabarau
🕶️;gilashin rana;duhu|gilashin rana|ido|kayan ido|tabarau
🥽;tabarau na ido;iyo|kare ido|tabarau|tabarau na ido|walda
🥼;rigar likita;gwaji|likita|masanin kimiyya|rigar likita
🦺;falmaran ta kariya;falmaran|falmaran ta kariya|gaggawa|kariya
👔;taye;sutura|taye
👕;ti-shat;riga|sutura|ti-shat|tshat
👖;jin;jin|suruta|turoza|wanduna
🧣;ɗankwali;ɗankwali|wuya
🧤;safar hannu;hannu|safar hannu
🧥;kwat;jakiti|kwat
🧦;safa;safa
👗;riga;riga|sutura
👘;rigar kimono;kimono|rigar kimono|sutura
🥻;naɗin sari;naɗin sari|sutura|tufafi
🩱;rigar ninƙaya-guda;rigar ninƙaya-guda|rigar wanka
🩲;ɗan diras;ɗan diras|rigar ninƙaya|rigar wanka|yanki ɗaya|ʼyan ciki
🩳;gajeren wando;gajeren wando|rigar wanka|wando|ʼyan ciki
👙;kayan bikini;bikini|kayan bikini|ninƙaya|sutura
👚;suturar mace;mace|sutura|suturar mace
🪭;mafici mai naɗewa;fanka|jin kunya|mafici mai naɗewa|maficin rawa|sanyaya|zafi|zagi
👛;ƙaramar jakar hannu;ƙaramar jakar hannu|sutura|tsaba
👜;jakar mata;jaka|jakar mata|ƙaramar jakar hannu|sutura
👝;jaka mara hannu;jaka|jaka mara hannu|sutura|zabira
🛍️;jakukkuna sayayya;hotal|jaka|jakukkuna sayayya|sayayya
🎒;jakar baya ta makaranta;gafaka|jaka|jakar baya ta makaranta|makaranta
🩴;sandal mai maɗauri;sandal|sandal mai maɗauri|sandal na bakin teku|sandaloli|sandaloli masu maɗauri|zori
👞;takalmin maza;mutum|sutura|takalmi|takalmin maza
👟;takalmin gudu;kambas|sutura|takalmi|takalmin gudu|wasan guje-guje
🥾;takalmin yawo;jakar baya|takalmi|takalmin yawo|yawo|zango
🥿;takalmi lebur;silifa|takalmi lebur|takalmin ballet|zamewa-kan
